Tibetan	Description
གཏན་ལ་ཕེབས་པ་	"[E: [g: [p:vb] [t: i:གཏན་ i:ལ་ i:ཕེབས།་ i:ཕེབས།་ i:ཕེབས།་ i:ཕེབས།་ ]] [s: [c.s: «nirṇaya» ] [c.s: «viniścaya» ] [c.e: [HP] «settle; delineate; ascertain; revise [e.g., a translation]; finalize [e.g., a translation]» ] [n:༿T༾ Check tenses according to Thumi this is a different verb from phab, etc. ༿SW༾ I think the verb form """"phebs"""" is a mistake; should be """"phab""""; ༿PH༾ """"phebs"""" = ༿Das༾ to arrive; to depart; ༿Thumi༾ to go; to come; to move; (dbab, 'bebs, phab, phob) = ༿JH༾ to settle; to cast down; ༿Das༾ to assign; to fix; to lay down; to establish; ༿Thumi༾ to bring down; to cause to come down] [c.e: yang dag pa'i lta bas gtan la phebs pa dang » «through settling it by means of the correct view and... ༿MSI 426༾» ] ]"
གཏན་ལ་དབབ་	[E: [g: [p:vb] [t: i:གཏན་ i:ལ་ i:དབབ།་ i:འབེབས།་ i:ཕབ།་ i:ཕོབ།་ ]] [s: [c.s: «nirṇaya» ] [c.s: «viniścaya» ] [c.e: [HP] «settle; delineate; ascertain; revise [e.g., a translation]; finalize [e.g., a translation]» ] ]
གཏན་ལ་དབབ་པར་བསྟན་པའི་སྡེ་	[E: [g: [p:vb] [t: i:བསྟན་ i:སྟོན་ i:བསྟནད་ i:སྟོནད་ ]] [s: [c.s: [b:C] «upadeśa» ] [c.e: [HP] «discourses which delineate» ] [c.e: [b:C] «Exposition; instruction; advice» ] ]
གཏན་ལ་འབེབས་པ་	[E: [g: [p:vb] [t: i:གཏན་ i:ལ་ i:དབབ།་ i:འབེབས།་ i:ཕབ།་ i:ཕོབ།་ ]] [s: [c.s: «nirṇaya༿LCH༾» ] [c.s: «viniścaya༿LCH༾» ] [c.e: [HP] «settle; delineate; ascertain; revise [e.g., a translation]; finalize [e.g., a translation]» ] ]
གཏམ་	[E: [s: [c.s: [b:LCh,C,MSA] «kathā» ] [c.s: [b:MSA] «'brel pa'i gtam = sāṃkathya» ] [c.e: [HP] «speech; converstion; communication; talk; slogan» ] [c.e: [b:C] «sermon; story» ] [n:Check translation of example ༿T༾ ex. from Ship 62a.5] [c.e: zab mo rten 'byung gtam » «talk on the profound dependent-arising༿DASI 522.3༾» ] [c.e: gtam de paNiD ta rnams kyis snyan nas snyan du brgyud » «paṇḍitas passed this communication from ear to ear» ] ]
གཏམ་ངན་	[E: [s: [c.e: [HP] «[talk-bad]; bad talk; evil report» ] ]
གཏི་མུག་	[E: [s: [c.s: [b:LCh,L,MSA,MV] «moha» ] [c.e: [HP] «bewilderment; delusion; ignorance; obscuration; mental darkness» ] [n:Compare: ma rig pa, ignorance; rmongs pa, obscuration] ]
གཏི་མུག་མེད་པ་	[E: [s: [c.s: «amoha» ] [c.e: [HP] «non-bewilderment; non-ignorance» ] [n:Comment: This is one of the eleven virtuous mental factors (sems byung dge ba, kuśalacaitta): (1) faith (dad pa, śraddhā); (2) shame (ngo tsha shes pa, hrī); (3) embarrassment (khrel yod pa, apatrāpya); (4) non-attachment (ma chags pa, alobha); (5) non-hatred (zhe sdang med pa, adveṣa); (6) non-ignorance (gti mug med pa, amoha); (7) effort (brtson 'grus, vīrya); (8) pliancy (shin tu sbyangs pa, prasrabdhi); (9) conscientiousness (bag yod pa, apramāda); (10) equanimity (btang snyoms, upekṣā); (11) non-harmfulness (rnam par mi 'tshe ba, avihiṃsā). Non-ignorance is one of the three virtuous roots (dge ba'i rtsa ba, kuśalamūla): (1) non-attachment (ma chags pa, alobha); (2) non-hatred (zhe sdang med pa, adveṣa); non-ignorance (gti mug med pa, amoha)] ]
གཏིང་	[E: [s: [c.s: [b:C] «gādha» ] [c.s: [b:C] «āgāḍha» ] [c.e: [HP] «depth» ] [c.e: [b:C] «firm footing; foothold; bottom; bottom» ] [c.e: nges pa gting nas 'drongs te » «one must induce ascertainment from the depths ...༿MSI 430༾» ] ]
གཏིང་ནས་	[E: [s: [c.e: [HP] «[depth-from]; from the depths; from the bottom of the heart» ] ]
གཏིང་དཔག་དཀའ་བ་	[E: [s: [c.s: [b:C] «dur-avagāha» ] [c.e: [b:C] «hard to fathom; difficult to plunge into» ] ]
གཏིང་ཚུགས་	[E: [g: [p:vb] [t: i:གཟུགས།་ i:འཛུགས།་ i:བཙུགས།་ i:ཚུགས།་ ]] [s: [c.e: [HP] «[depth-penetrate]; penetrate to the depths; deeply penetrate» ] ]
གཏིང་ཚུགས་པ་	[E: [s: [c.e: [HP] «[depth-penetrate]; penetrate to the depths; deeply penetrate» ] ]
གཏུགས་པ་	[E: [s: [c.e: [HP] «touch» ] ]
གཏུབ་པ་	[E: [g: [p:vb] [t: i:གཏུབ།་ i:འཐུབ།་ i:གཏུབས།་ i:འཐུབས།་ ]] [s: [c.s: [b:C] «bhidyate (=bhindati)» ] [c.e: [b:C] «breaks (up); is broken by; is broken» ] ]
གཏུབས་པ་	[E: [s: [c.s: [b:C] «bhinatti» ] [c.e: [b:C] «breaks» ] ]
གཏུམ་མོ་	[E: [s: [c.s: [b:LCH] «caṇḍālī» ] [c.e: [HP] «The Fierce One; inner heat; Fierce Woman» ] [n:༿PH༾ English does not match usage in example] ]
གཏེར་	[E: [s: [c.s: [b:LCh,C,MSA] «nidhi» ] [c.s: [b:C,MSA] «nidhāna» ] [c.e: [HP] «treasure; treasury; store-place» ] [c.e: [b:C] «receptacle; deposit» ] ]
གཏེར་སྟོན་	[E: [g: [p:vb] [t: i:བསྟན་ i:སྟོན་ i:བསྟནད་ i:སྟོནད་ ]] [s: [c.e: [HP] «[treasure-reveal] a revealer of concealed texts and practices» ] [n:SW added English.] ]
གཏེར་དང་འདྲ་བ་	[E: [s: [c.s: [b:MSA] «nidhānopama» ] [c.e: [HP] «like a treasure» ] ]
གཏེར་མ་	[E: [s: [c.e: [HP] «[Nying-ma] buried texts» ] ]
གཏོགས་	[E: [s: [c.s: [b:MSA] «gata» ] [c.e: [HP] «to include» ] [n:Check English of Ex. 1. Translation of ex. 2 mine. ༿T༾] ]
གཏོགས་པ་	[E: [s: [c.s: [b:C] «āpta» ] [c.s: [b:L] «niṣṭha» ] [c.s: [b:C] «paryāpanna» ] [c.e: [HP] «to include» ] [c.e: [b:C] «what belongs; trustworthy; right; true; complete; end; finaL, assign; classify; belong to; included in; comprises» ] ]
གཏོགས་པ་མ་ཡིན་	[E: [s: [c.s: [b:C] «aprapanna» ] [c.e: [b:C] «unincluded» ] ]
གཏོང་	[E: [g: [p:vb] [t: i:གཏང་ i:གཏོང་ i:བཏང་ i:ཐོངས་ ]] [s: [c.s: [b:ut √sṛj] «: ༿MSA༾utsṛjanti» ] [c.s: [b:MSA] «visṛjanti» ] [c.s: «visṛjana» ] [c.s: [b:√kṣip] «» ] [c.s: «tyakta» ] [c.s: [b:MSA] «utsṛjanti» ] [c.s: [b:MSA] «(√sraṃs): sraṃsayati༿C༾utsṛjati» ] [c.s: [b:C] «kṣipati» ] [c.s: [b:C] «nikṣipati (=pātayati)» ] [c.s: [b:C] «riñcati» ] [c.s: [b:C] «tyajati» ] [c.s: [b:C] «avasṛjati» ] [c.s: [b:vi √sṛj] «» ] [c.s: [b:MV] «tyāga» ] [c.s: [b:ava √kṛ] «: ༿MV༾avakirati» ] [c.e: [HP] «give; treat; cast away; send; let go; give away; let loose; play [an instrument]» ] [c.e: [b:C] «let drop; put/throw down; lays aside; emits; gives up; discharges; bestows; lets go; hurl; shoot; reject; cast away; throw; move into; part from; spurns» ] ]
གཏོང་བ་	[E: [g: [p:vb] [t: i:གཏང་ i:གཏོང་ i:བཏང་ i:ཐོངས་ ]] [s: [c.s: [b:C,MSA] «tyāga» ] [c.s: [b:MSA] «parityāga» ] [c.s: [b:MSA] «utsarga» ] [c.s: «utsṛjati» ] [c.s: [b:L] «hāna» ] [c.s: [b:MSA] «pratipādana» ] [c.s: [b:C] «dāyaka» ] [c.s: [b:MSA] «da» ] [c.e: [HP] «give; treat; cast away; send; let go; give away; let loose; play [an instrument]» ] [c.e: [b:C] «renunciation; go to; dismiss; abandon; let have; let in; admit; failure; decrease; waning; loss; forsake; donor; giver» ] ]
གཏོང་ལེན་	[E: [g: [p:vb] [t: i:གཏང་ i:གཏོང་ i:བཏང་ i:ཐོངས་ ]] [s: [c.e: [HP] «[give-take]; giving [happiness] and taking [suffering]; giving [what is good] and taking [what is bad]» ] [n:Comment: This is a meditative practice for developing compassion emphasized by Shāntideva.] ]
གཏོད་	[E: [g: [p:vb] [t: i:གཏད།་ i:གཏོད།་ i:བཏད།་ i:གཏོད།་ ]] [s: [c.s: [b:C] «gamayati» ] [c.s: [b:C] «parīndāmi (=pratyarpayāmi)» ] [c.e: [HP] «to focus; aim» ] [c.e: [b:C] «lead to; I entrust» ] ]
གཏོད་པ་	[E: [s: [c.s: [b:MSA] «ābhoga» ] [c.e: [HP] «aim; focus» ] ]
གཏོད་པར་བྱེད་པ་	[E: [s: [c.s: [b:C] «arpaṇā» ] [c.s: [b:MSA] «naibandhika» ] [c.e: [HP] «aim; focus» ] [c.e: [b:C] «procuring» ] ]
གཏོར་	[E: [g: [p:vb] [t: i:གཏོར་ i:འཐོརད་ i:གཏོརད་ i:གཏོརད་ ]] [s: [c.s: [b:C] «avakirati» ] [c.e: [HP] «scatter; spread over; strew» ] [c.e: [b:C] «strew; scatter over» ] ]
གཏོལ་མེད་	[E: [s: [c.e: [HP] «dubious; uncertain; no certainty; not known» ] ]
བཏགས་	[E: [g: [p:vb] [t: i:གདགས་ i:འདོགས་ i:བཏགས།བརྟགས་ i:ཐོགས་ ]] [s: [c.s: [b:MV] «prajñapta» ] [c.s: [b:MV] «prajñapti» ] [c.s: [b:LCh] «upacāra» ] [c.e: [HP] «impute; imputed; designate; designated» ] ]
བཏགས་ཆོས་	[E: [g: [p:vb] [t: i:གདགས་ i:འདོགས་ i:བཏགས།བརྟགས་ i:ཐོགས་ ]] [s: [c.s: «prajñaptadharma» ] [c.e: [HP] «designated phenomenon༿N༾; phenomenon imputed» ] ]
བཏགས་དོན་	[E: [g: [p:vb] [t: i:གདགས་ i:འདོགས་ i:བཏགས།བརྟགས་ i:ཐོགས་ ]] [s: [c.e: [HP] «designated object» ] ]
བཏགས་པ་	[E: [g: [p:vb] [t: i:གདགས་ i:འདོགས་ i:བཏགས།བརྟགས་ i:ཐོགས་ ]] [s: [c.s: [b:LCh,C,MSA,MV] «prajñapti» ] [c.s: [b:C.MV] «prajñapta» ] [c.s: [b:N] «parikalpita» ] [c.s: [b:LCH] «upacāra» ] [c.s: [b:C] «prakṣipta = prajñaptam = adhyāropitaṃ saṃvṛti-mātram» ] [c.s: «prajñaptir» ] [c.e: [HP] «imputed; imputation; designated; designation; impute; designate; hang; imputed [phenomena]» ] [c.e: [b:C] «concept; conception; nominal concept/existence; conceptual entity; nominal entity; intimation; conceptual existence; spread; conceived; arranged; placed into; added on; put/thrown into; plunged into» ] ]
བཏགས་པ་བ་	[E: [g: [p:vb] [t: i:གདགས་ i:འདོགས་ i:བཏགས།བརྟགས་ i:ཐོགས་ ]] [s: [c.e: [b:GD:515] « metaphorical (as opposed to true, dngos);༿N༾ imputed» ] ]
བཏགས་པ་ཙམ་དུ་ཡོད་པ་	[E: [g: [p:vb] [t: i:གདགས་ i:འདོགས་ i:བཏགས།བརྟགས་ i:ཐོགས་ ]] [s: [c.s: «prajñaptisat» ] [c.e: [HP] «nominal existent» ] ]
བཏགས་པར་ཡོད་	[E: [g: [p:vb] [t: i:གདགས་ i:འདོགས་ i:བཏགས།བརྟགས་ i:ཐོགས་ ]] [s: [c.s: [b:MSA] «prajñaptito 'sti» ] [c.e: [HP] «imputedly existent; imputed existent» ] ]
བཏགས་ཙམ་	[E: [g: [p:vb] [t: i:གདགས་ i:འདོགས་ i:བཏགས།བརྟགས་ i:ཐོགས་ ]] [s: [c.s: «prajñaptimātra» ] [c.e: [HP] «only imputed» ] ]
བཏགས་ཞི་	[E: [g: [p:vb] [t: i:གདགས་ i:འདོགས་ i:བཏགས།བརྟགས་ i:ཐོགས་ ]] [s: [c.e: [HP] «basis of imputation» ] ]
བཏགས་ཡུལ་གྱི་སྟེང་ནས་གྲུབ་པ་	[E: [g: [p:vb] [t: i:གདགས་ i:འདོགས་ i:བཏགས།བརྟགས་ i:ཐོགས་ ]] [s: [c.e: [HP] «existence in the object designated» ] ]
བཏགས་ཡོད་	[E: [g: [p:vb] [t: i:གདགས་ i:འདོགས་ i:བཏགས།བརྟགས་ i:ཐོགས་ ]] [s: [c.s: «prajñapti-sat» ] [c.e: [HP] «imputed existence; imputed existent; imputedly existent» ] [c.df.b:[l:mtshan nyid]« rang nyid ngos gzung ba la chos gzhan ngos gzung ba la ltos dgos pa»] [c.df.e:«Definition: a phenomenon whose apprehension must depend upon apprehending another phenomenon»] [l:dbye ba]« 1 gdags gzhi gzhan la brten nas btags pa'i btags yod/ 2 rang nyid gzung ba chos gzhan bzung ba la ltos dgos pa'i btags yod/ 3 rtog pas btags tsam gyis btags yod/»] [c.d.e:[l:Div]«isions: (1) imputed existents that are imputed in dependence upon another, their basis of imputation; (2) imputed existents whose apprehension must depend upon apprehending another phenomenon; (3) imputed existents that are merely imputed by thought»] ]
བཏགས་ཡོད་ཀྱི་གང་ཟག་	[E: [g: [p:vb] [t: i:གདགས་ i:འདོགས་ i:བཏགས།བརྟགས་ i:ཐོགས་ ]] [s: [c.e: [HP] «imputedly existent person» ] ]
བཏགས་ཡོད་ཆོས་གསུམ་	[E: [g: [p:vb] [t: i:གདགས་ i:འདོགས་ i:བཏགས།བརྟགས་ i:ཐོགས་ ]] [s: [c.s: «triprajñaptisad-dharma» ] [c.e: [HP] «three properties of an imputed existent» ] ]
བཏང་	[E: [g: [p:vb] [t: i:གཏང་ i:གཏོང་ i:བཏང་ i:ཐོངས་ ]] [s: [c.s: [b:C] «mukta» ] [c.s: [b:C] «utsṛjati» ] [c.s: «tiraskṛtya» ] [c.s: [b:C] «choritva» ] [c.s: [b:C] «tyajati» ] [c.e: [HP] «give; treat; cast away; send; let go; give away; let loose; play [an instrument]» ] [c.e: [b:C] «freed; rejects; emits; cast off/out; come up; let go; abandon; (would) discard; excel, curtain; through; across; having spurned; renounces» ] ]
བཏང་སྙོམས་	[E: [s: [c.s: [b:C,MSA,MV] «upekṣā» ] [c.s: [b:C] «upekṣya» ] [c.s: [b:MV] «samupekṣa» ] [c.e: [HP] «equanimity; neutral feeling; neglect» ] [c.e: [b:C] «even-mindedness; indifference; even-minded» ] [n:Comment: This is one of the eleven virtuous mental factors (sems byung dge ba, kuśalacaitta): (1) faith (dad pa, śraddhā); (2) shame (ngo tsha shes pa, hrī); (3) embarrassment (khrel yod pa, apatrāpya); (4) non-attachment (ma chags pa, alobha); (5) non-hatred (zhe sdang med pa, adveṣa); (6) non-ignorance (gti mug med pa, amoha); (7) effort (brtson 'grus, vīrya); (8) pliancy (shin tu sbyangs pa, prasrabdhi); (9) conscientiousness (bag yod pa, apramāda); (10) equanimity (btang snyoms, upekṣā); (11) non-harmfulness (rnam par mi 'tshe ba, avihiṃsā).] ]
བཏང་སྙོམས་ཀྱི་རྒྱུ་མཚན་ཡིད་ལ་བྱེད་པ་	[E: [s: [c.s: [b:MSA] «upekṣā-nimitta-manaskāra» ] [c.e: [HP] «mental contemplation that is the cause of equanimity» ] ]
བཏང་སྙོམས་དང་ལྡན་པ་	[E: [s: [c.s: [b:MSA] «upekṣā-sahagata» ] [c.e: [HP] «endowed with equanimity; having equanimity» ] ]
བཏང་སྙོམས་པ་	[E: [s: [c.s: [b:MSA] «upekṣaka» ] [c.e: [HP] «one who has equanimity» ] ]
བཏང་སྙོམས་ཚད་མེད་	[E: [s: [c.s: «upekṣā-apramāṇa» ] [c.e: [HP] «limitless equanimity; immeasurable equanimity» ] ]
བཏང་སྙོམས་མཛད་	[E: [s: [c.s: [b:MSA] «upekṣyate» ] [c.e: [HP] «practice equanimity» ] ]
བཏང་སྙོམས་སུ་བྱེད་པ་	[E: [s: [c.s: [b:MSA] «upekṣāyata» ] [c.e: [HP] «equanimity» ] ]
བཏང་སྙོམས་སུ་བཞག་པ་	[E: [s: [c.s: [b:MSA] «upekṣā» ] [c.e: [HP] «equanimity» ] ]
བཏང་བ་	[E: [g: [p:vb] [t: i:གཏང་ i:གཏོང་ i:བཏང་ i:ཐོངས་ ]] [s: [c.s: [b:C] «tyakta» ] [c.s: [b:MSA] «dāna» ] [c.s: [b:MSA] «pramokṣa» ] [c.s: [b:MSA] «mukta» ] [c.s: [b:C] «riñcati» ] [c.e: [HP] «give; treat; cast away; send; let go; give away; let loose; play [an instrument]» ] [c.e: «renounced; part from; spurns༿C༾» ] ]
བཏབ་	[E: [g: [p:vb] [t: i:གཏབ།་ i:འདེབས།་ i:བཏབ།་ i:ཐོབས།་ ]] [s: [c.e: [HP] «offer; cast; throw; plant; put; set; give» ] ]
བཏབ་པ་	[E: [s: [c.s: [b:C] «prakīrṇa» ] [c.s: [b:MSA] «ropaṇa» ] [c.s: [b:MV] «ākṣipta» ] [c.s: [b:MSA] «smon lam btab pa = praṇihita» ] [c.e: [HP] «offer; cast; throw; plant; put; set; give» ] [c.e: [b:C] «scattered about in; strike; throw» ] ]
བཏུང་	[E: [g: [p:vb] [t: i:བཏུང་ i:།་ i:འཐུང་ i:།་ i:བཏུངས།་ i:ཐུངས།་ ]] [s: [c.e: [HP] «verb: drink noun: anything for drinking» ] ]
བཏུང་བ་	[E: [s: [c.s: [b:C] «pāna» ] [c.e: [HP] «drink» ] [c.e: [b:C] «drink» ] ]
བཏུལ་	[E: [g: [p:vb] [t: i:གདུལ།་ i:འདུལ།་ i:བཏུལ།་ i:ཐུལད།་ ]] [s: [c.s: [b:C] «vinayati» ] [c.e: [b:C] «disciplines» ] ]
བཏུལ་བ་	[E: [s: [c.s: [b:C] «vinīta» ] [c.s: [b:C] «vinayati» ] [c.e: [b:C] «disciplined; educated; disciplines» ] ]
བཏེག་པ་	[E: [g: [p:vb] [t: i:གདེག་ i:འདེགས་ i:།འདེག་ i:བཏེག་ i:འདེགས།་ ]] [s: [c.s: [b:C] «utkṣipati» ] [c.e: [HP] «raise; lift» ] [c.e: [b:C] «lift up; suspend; get rid of; throw up; take out of; add to» ] ]
བཏོན་	"[E: [g: [p:vb] [t: i:གདོན།་ i:འདོན།་ i:བཏོན།་ i:འདོནད།་ ]] [s: [c.e: [HP] «cause to come out; expel; recite; take out» ] [n:Hackett wants to add Eng. """"exclude""""] ]"
རྟ་	[E: [s: [c.s: [b:C,MSA] «aśva» ] [c.e: [HP] «horse» ] ]
རྟ་པ་	[E: [s: [c.e: [HP] «horseman; horsemen; cavalry» ] ]
རྟ་དབྱངས་	[E: [s: [c.s: «Aśvaghoṣa» ] [c.e: [HP] «Aśvaghoṣa» ] ]
རྟག་	[E: [s: [c.s: [b:C] «śāśvata» ] [c.s: [b:C] «śāśvatatā» ] [c.e: [HP] «eternal» ] [c.e: [b:C] «eternalist views; eternity» ] ]
རྟག་ཏུ་	[E: [s: [c.s: [b:C,TN,MSA] «sadā» ] [c.s: [b:C] «sadṛ» ] [c.s: [b:C,MSA] «satatam» ] [c.s: [b:C] «abhīkṣṇam» ] [c.s: [b:C] «nitya» ] [c.s: [b:C,MSA] «nityam» ] [c.s: [b:MSA] «nirantara» ] [c.e: [HP] «[permanent-as]; always; permanently» ] [c.e: [b:C] «forever; at all times; constantly; never; regularly; continually; constant; permanence» ] ]
རྟག་ཏུ་འཁྲུལ་པ་མེད་པའི་ཚུལ་ཁྲིམས་	[E: [s: [c.s: [b:MSA] «nirantarāskhalita-śīla» ] [c.e: [HP] «permanently non-mistaken ethics» ] ]
རྟག་ཏུ་ངུ་	[E: [s: [c.s: «sadprarudita» ] [c.e: [HP] «the Bodhisattva Always-Crying» ] ]
རྟག་ཏུ་མེད་པ་	[E: [s: [c.s: [b:L] «sadāvidyamāna» ] [c.s: [b:MSA] «nityaṃ nāsti» ] [c.s: [b:MV] «nityam asat» ] [c.e: [HP] «always non-existent» ] ]
རྟག་ལྟ་	[E: [g: [p:vb] [t: i:བལྟ་ i:ལྟ་ i:བལྟས་ i:ལྟོས་ ]] [s: [c.s: [b:N] «śāśvata-darśana» ] [c.e: [HP] «view of permanence༿N༾» ] ]
རྟག་མཐའ་	[E: [s: [c.s: «śāśvatānta» ] [c.s: «śaśvatānta» ] [c.e: [HP] «extreme of permanence» ] ]
རྟག་པ་	[E: [s: [c.s: [b:LCH] «nitya» ] [c.s: [b:MV] «nityatva» ] [c.s: [b:C,MV] «śāśvata» ] [c.s: [b:C] «śāśvatatā» ] [c.s: [b:MSA] «sadā» ] [c.s: [b:MSA] «sātatya» ] [c.s: «śaśvatā» ] [c.e: [HP] «permanent; permanent phenomenon; permanence» ] [c.e: [b:C] «eternal; eternalist views; eternity» ] [c.df.b:[l:mtshan nyid]« chos dang skad cig ma ma yin pa'i gzhi mthun pa»] [c.df.e:«Definition: a common locus between being a phenomenon and not being momentary»] [l:dbye ba]« 1 dus brten pa'i rtag pa/ 2 res 'ga' ba'i rtag pa/ yang na/ 1 yin pa srid pa'i rtag pa/ 2 yin pa mi srid pa'i rtag pa/»] [c.d.e:[l:Div]«isions: (1) permanent phenomenon that abides all the time; (2) occasional permanent; or: (1) permanent phenomenon whose occurrence is possible; (2) permanent phenomenon whose occurrence is impossible»] Syn:spyi mtshan/ kun rdzob bden pa/ dngos med kyi chos/ 'dus ma byas kyi chos/ ma byas pa'i chos/ rtog pa'i snang yul/» ] ]
རྟག་པ་ཁོ་ན་	[E: [s: [c.e: [HP] «only-a-permanent-phenomenon» ] ]
རྟག་པ་ཉིད་	[E: [s: [c.s: [b:MSA] «nityatā» ] [c.e: [HP] «permanence» ] ]
རྟག་པའི་མཐའ་	[E: [s: [c.s: [b:N] «śāśvatānta» ] [c.e: [HP] «extreme of permanence; extreme of reification༿N༾» ] ]
རྟག་པར་	[E: [s: [c.s: [b:C] «sadā» ] [c.s: [b:C] «sadṛ» ] [c.s: [b:C] «abhīkṣṇam» ] [c.s: [b:MV] «satatam» ] [c.e: [HP] «permanently; always» ] [c.e: [b:C] «forever; at all times; constantly; regularly; continually; repeatedly» ] ]
རྟག་པར་སྨྲ་བ་	[E: [s: [c.s: «śāśvata-vādin» ] [c.s: «śaśvatavādin» ] [c.e: [HP] «Proponent of Permanence» ] ]
རྟག་པར་འཛིན་པ་	[E: [g: [p:vb] [t: i:གཟུང་ i:འཛིན་ i:བཟུང་ i:ཟུངས་ ]] [s: [c.s: [b:N] «śāśvata-grāha» ] [c.s: [b:MV] «nityatva-grāha» ] [c.e: [HP] «conception of permanence༿N༾» ] ]
རྟག་སྦྱོར་	[E: [g: [p:vb] [t: i:སྦྱར་ i:སྦྱོར་ i:སྦྱརད་ i:སྦྱོརད་ ]] [s: [c.s: [b:LCH] «nitya-prayukta» ] [c.e: [HP] «continual application; continuous application» ] Syn:rtag tu sbyor ba» ] ]
རྟགས་	[E: [g: [p:vb] [t: i:བརྟག་ i:རྟོག་ i:བརྟགས་ i:རྟགས་ ]] [s: [c.s: [b:LCh,C,MSA] «liṅga» ] [c.s: [b:L] «nimitta» ] [c.e: [HP] «verb: to examine noun: reason; sign; conceptuality; thought; conceptual consciousness; imputation; logical mark» ] [c.e: [b:C] «characteristic; token; mark; ༿GD:697༾ evidence» ] [c.e: rtags ma grub » «the reason is not established» ] [c.e: don sgrub kyi rtags » «sign proving the meaning» ] ]
རྟགས་ལྟར་སྣང་	[E: [g: [p:vb] [t: i:སྣང་ i:སྣང་ i:སྣང་ i:སྣང་ ]] [s: [c.s: [b:LCH] «hetvābhāsa» ] [c.s: «liṅga-ābhāsa» ] [c.e: [HP] «pseudo/quasi/counterfeit sign/reason» ] ]
རྟགས་མ་གྲུབ་	[E: [g: [p:vb] [t: i:འགྲུབ་ i:འགྲུབ་ i:འགྲུབས།གྲུབ་ i:གྲུབས་ ]] [s: [c.s: «asiddho hetuḥ» ] [c.e: [HP] «the reason is not established༿D1༾» ] ]
རྟགས་འཛིན་སེམས་	[E: [g: [p:vb] [t: i:གཟུང་ i:འཛིན་ i:བཟུང་ i:ཟུངས་ ]] [s: [c.s: «liṇga-grahaṇa-citta» ] [c.e: [HP] «mind apprehending the sign» ] ]
རྟགས་ཡང་དག་	[E: [s: [c.s: «samyak-liṅga» ] [c.e: [HP] «correct sign; correct logical sign» ] [c.e: [b:GD:249] « correct evidence» ] ]
རྟགས་རིགས་	[E: [s: [c.e: [HP] «signs and reasonings» ] ]
རྟིང་	[E: [s: [c.s: [b:C] «pārṣṇi» ] [c.e: [b:C] «heel» ] ]
རྟིང་པ་	[E: [s: [c.s: [b:C] «pārṣṇi» ] [c.e: [HP] «(1) base; foundation (2) later; subsequent; next» ] [c.e: [b:C] «heel» ] [n:SW added this entry; got definitions from Tshig 1071.2. Get example from Bu.] ]
རྟུལ་	[E: [s: [c.s: «rajas» ] [c.e: [HP] «activity» ] ]
རྟུལ་པོ་	[E: [s: [c.s: [b:LCh,C] «mṛdu» ] [c.s: [b:C] «mṛduka» ] [c.e: [HP] «dull; weak; inferior» ] [c.e: [b:C] «soft; low; supple; mild» ] ]
རྟུལ་ཕོད་	[E: [s: [c.s: [b:C] «vīra» ] [c.e: [HP] «hero» ] [c.e: [b:C] «champion» ] ]
རྟུལ་བ་	[E: [s: [c.s: [b:L] «vrata» ] [c.e: [HP] «resolve; vow» ] ]
རྟེན་	[E: [g: [p:vb] [t: i:བརྟེན།་ i:རྟེན།་ i:བརྟེནད།་ i:རྟེནད།་ ]] [s: [c.s: [b:LCH,C,MSA] «āśraya» ] [c.s: [b:C,MSA] «niśrita» ] [c.s: [b:L] «niśritya» ] [c.s: [b:MSA] «niśraya» ] [c.s: [b:MSA] «saṃniśraya» ] [c.s: [b:C] «vy-apa-āśrayate» ] [c.s: [b:MSA] «adhiṣṭhāna» ] [c.s: [b:MSA] «pratiṣṭhā» ] [c.s: [b:MSA,N] «ādhāra» ] [c.s: [b:C] «ādheyatā» ] [c.s: [b:C] «pratisarati» ] [c.s: [b:MSA] «pratisaraṇa» ] [c.s: [b:C] «trāṇa» ] [c.s: [b:C] «gati» ] [c.s: [b:MV] «dhṛti» ] [c.e: [HP] «verb: support; depend; rely noun: basis; support; base» ] [c.e: [b:C] «supported; in dependence on; leans on; based upon; inhabiting; dwell on in the mind; puts his trust in; flees back to; returns to; runs back to; shelter; protection; going; route; destiny; resort; where it has gone to; means of salvation; departure; situation; place of rebirth; goal; depend on; contain; hold; what is founded; receptacle; physical/bodily basis; body; foundation; by resorting to (as a foundation)» ] [n:Comment: one of the similar associations (?) (mtshungs ldan lnga); for others see: mtshungs ldan] ]
རྟེན་གྱི་དངོས་པོ་	[E: [s: [c.s: [b:MSA] «āśraya-bhāva» ] [c.e: [HP] «thing which is a basis» ] ]
རྟེན་ཅན་	[E: [s: [c.s: [b:MSA] «adhiṣṭhāna» ] [c.s: [b:MSA] «āśraya» ] [c.s: [b:C] «ādhāra» ] [c.e: [HP] «having a basis; based; having a support; supported» ] [c.e: [b:C] «foundation; source; sustain; referring to» ] ]
རྟེན་ཅིང་འབྲེལ་བར་འབྱུང་བ་	[E: [s: [c.s: [b:LCH] «pratītya-samutpāda» ] [c.e: [HP] «dependent-arising» ] ]
རྟེན་ཅིང་འབྲེལ་འབྱུང་	[E: [s: [c.s: [b:C] «pratītya-samutpāda» ] [c.s: [b:C] «pratītyotpāda» ] [c.e: [HP] «dependent-arising» ] Syn:rten cing 'brel bar 'byung ba» ] ]
རྟེན་བཅས་ཀྱི་མིག་དབང་	[E: [s: [c.e: [HP] «eye sense power which is a basis» ] ]
