Tibetan	Description
འཁོར་བའི་ས་བོན་	saṃsārabija
འཁོར་བར་འགྱུར་ཏེ་	saṃsaranti
འཁོར་བར་གནས་	saṃsārasāstha
འཁོར་བར་བྱེད་	parivartate
འཁོར་བུདྡྷ་ཌཱ་ཀི་	anucarā buddhaḍākinī
འཁོར་བྱ་	saraṇi
འཁོར་པྱམས་པ་སྒྲིབ་སེལ་	anucara sarvanivaraṇaviṣkambhin
འཁོར་བྱེད་	bhramara
འཁོར་མ་	upacaryā
འཁོར་མང་ཅན་	1) kadamba 2) bahuvāraka
ཤིང་ཀ་དམ་པ་	1) kadamba 2) bahuvāraka
འཁོར་མོར་	ajasra
འཁོར་ཚེ་	1) saṃsarat 2) saṃsāre
འཁོར་ཚོགས་	bhṛtyavarga
འཁོར་ཞིང་	1) bhramata 2) saṃsarat 3) saṃsarati 4)
སྲིད་པ་གསུམ་ན་འཁོར་ཞིང་	tribhave bhramantaḥ
མཐའ་འཁོར་ཞིང་སྡོད་པ་	paribāryāvasthitaḥ
འཁོར་བཟང་པོ་	surāṣtra
འཁོར་ཡུག་	1) cakravāḍa 2) vṛtta 3) samanta °
འཁོར་ཡུག་ཆེན་པོ་	mahācakravāḍa
འཁོར་ཡུག་མུ་ཁྱུད་	samantanemi
འཁོར་རཏན་ཌཱ་ཀི་	anucarā ratnaḍākinī
འཁོར་རལ་གཅིག་མ་	anucarā ekajaṭā
འཁོར་རིན་ཆེན་མཁའ་འགྲོ་མ་	anucarā ratnaḍākinī
འཁོར་ལས་ཀྱི་མཁའ་འགྲོ་མ་	anucarā karmaḍākinī
འཁོར་ལོ་	1) koka 2) cakra 3) jihma 4) maṇḍala 5) rathāṅga 6) mudarśana
འཁོར་ལོ་བསྐོར་	cakrapravṛtta
འཁོར་ལོ་སྒྱུར་བ་	cakravartin
འཁོར་ལོ་སྒྱུར་བའི་རྒྱལ་པོ་	1) cakravartin 2) cakravartinṛpa
འཁོར་ལོ་བསྒྱུར་	cakravartirāja
འཁོར་ལོ་མངའ་བ་	cakradhara
འཁོར་ལོ་ཅན་	cakrin
དཔལ་འཁོར་ལོ་ཆེན་	śrīmahācakra
འཁོར་ལོ་ཆེན་པོ་རབ་ཏུ་འཇུག་པའི་ཡེ་ཤེས་ཀྱི་ཕྱག་རྒྱ་	mahācakrapraveśajñanamudra
འཁོར་ལོ་ཆེན་པོར་འཇུག་པའི་ཡེ་ཤེས་ཀྱི་ཕྱག་རྒྱ་	mahācakraprayogajñanamudra
འཁོར་ལོ་ཐ་མ་	antyacakra
འཁོར་ལོ་ཐམས་ཅད་མ་	sarvacakrā
འཁོར་ལོ་ཐོགས་པ་	cākrika
འཁོར་ལོ་དང་ལྡན་པའི་རི་	cakraparvata
འཁོར་ལོ་དང་པོ་	prathama cakra
འཁོར་ལོ་དྲི་མེད་	cakravimala
འཁོར་ལོ་གདོང་	cakra, cakrā
ཕག་པ་	cakra, cakrā
འཁོར་ལོ་འདབ་བརྒྱ་	cakraśatapatra
འཁོར་ལོ་འདྲ་བ་	1) cakravat 2) cakrika
འཁོར་ལོ་སྡོམ་པ་	cakrasaṃvara
དཔལ་འཁོར་ལོ་སྡོམ་པ་	śrī cakrasaṃvara
འཁོར་ལོ་སྡོམ་པ་སེར་པོ་	pīta cakrasaṃvara
འཁོར་ལོ་སྡོམ་པ་གསང་བ་བསན་གྱིས་མི་ཁྱབ་པའི་རྒྱུད་ཀྱི་རྒྱལ་པོ་	cakrasaṃvaraguhyācintyatantrarāja
འཁོར་ལོ་སྡོམ་པའི་རྒྱུད་ཀྱི་རྒྱལ་པོ་དུར་ཁྲོད་ཀྱི་རྒྱན་རྨད་དུ་བྱུང་བ་	cakrasaṃvararantrarāja adbhutaśmaśānālaṃkāra
འཁོར་ལོ་སྡོམ་པའི་སྒྲུབ་ཐབས་	cakrasaṃvarasādhana
འཁོར་ལོ་སྡོམ་པའི་མན་ངག་ཞལ་ནས་སྙན་དུ་བརྒྱུད་པ་ཡིད་བཞིན་ནོར་བུ་	cakrasaṃvaropadeśa mukhakarṇparamparacintāmaṇi
འཁོར་ལོ་བར་པ་	madhyacakra
འཁོར་ལོ་བྱེད་པ་	cakrabhedinī
འཁོར་ལོ་མ་	cakrā
འཁོར་ལོ་མ་ཡིན་	acakra
འཁོར་ལོ་མི་མཐུན་པའི་གཞི་	cakrabhedavastu
འཁོར་ལོ་མེད་པའི་ཚིག་	acakrapada
འཁོར་ལོ་འཛིན་	1) cakradhara 2) cakralā
འཁོར་ལོ་འཛིན་ཤིང་སྲུབ་	khajamṛddaṇḍacakra
འཁོར་ལོ་རིན་པོ་ཆེ་	cakraratna
འཁོར་ལོའི་རྐང་པ་	cakravāka
ཙ་ཀྲ་བཱ་ཀ་	cakravāka
འཁོར་ལོའི་མཐའ་	1) nābhi 2) nemi
འཁོར་ལོའི་མན་ངག་	cakropadeśa
འཁོར་ལོའི་ཚིག་	cakrapada
འཁོར་ལོའི་ཚུལ་	cakrunaya
འཁོར་ལོའི་ཚོགས་ཅན་	akṣauhiṇī
འཁོར་ལོའི་ཡན་ལག་	1) cakrāṅga 2) haṃsa
འཁོར་ལོར་བྱེད་པ་	yāyajūka
འཁོར་ལོར་བྲིས་པ་	cakracitra
འཁོར་ལོས་སྒྱུར་	cakravartirāja
འཁོར་ལོས་སྒྱུར་བ་	cakravartin
འཁོར་ལོས་སྒྱུར་བའི་རྒྱལ་པོ་	1) cakravartirājā 2) nṛpaścakravarti 3) rājā cakravartī
འཁོར་ལོས་སྒྱུར་བའི་བུ་	cakravartiputra
འཁོར་ལོས་སྒྱུར་བའི་མཚན་	cakravartilakṣaṇa
འཁོར་ལོས་སྒྱུར་བའི་རིན་པོ་ཆེ་སྣ་བདུན་སྣ་ཚོགས་ལ་སོགས་པའི་ཡོན་ཏན་གྱི་རིམ་པ་	cakravartinā saptaratnādiguṇakramaḥ
འཁོར་ལོས་སྒྱུར་ཡོན་ཏན་	cakravartiguṇa
འཁོར་ལོས་བསྒྱུར་བ་	1) cakravartin 2) nābhi
འཁོར་ལོས་བསྒྱུར་བའི་རྒྱལ་པོ་	1) cakravartin 2) cakravartirāja
འཁོར་ལོས་མཚན་	cakrāṅka
འཁོར་གཤིན་རྗེ་ལས་བྱེད་མ་	anucarā yamakarmakarī
འཁོར་ས་	1) aṅgaṇa 2) pradakṣiṇapaṭṭikā
འཁོར་སྲུང་	dhṛtarāṣṭra
འཁོར་གསུམ་	trimaṇḍala
འཁོར་གསུམ་གྱི་ཚིག་	trimaṇḍalapada
འཁོར་གསུམ་རྣམ་པར་དག་ཉིད་	trimaṇḍalaviśuddhatā
འཁོར་གསུམ་རྣམ་པར་དག་པ་	trimaṇḍalaviśuddhi
འཁོར་གསུམ་མེད་པའི་ཚིག་	atrimaṇḍalapada
འཁོར་གསུམ་ཡོངས་སུ་དག་པ་	trimaṇḍalapariśuddha
མགོན་པོ་ཕྱག་བཞི་པའི་འཁོར་ལྷ་མོ་ཙཎྜ་ཀ་	caturbhujamahālālānucarā
འཁོལ་	1) ej 2) kampana
འཁོལ་མོ་	dāsī
འཁོས་ཆུང་	1) dhīhīna 2) stokabhuddha
འཁྱགས་	1) jaḍa 2) śīta
འཁྱགས་པ་	1) jaḍa 2) śiśira 3) śīta 4) hima
འཁྱགས་ཤིང་	śilā
འཁྱད་ནས་	° guhya
འཁྱན་	patha
སྐྲའི་འཁྱན་	vālapatha
འཁྱམ་	1) bhramaṇa 2) bhramanti
འཁྱམ་པ་	1) 2) bhrāmayanti
ཡོངས་འཁྱམ་བ་	paribhramanti
འཁྱམས་	1) patita 2) praṇaṣṭa 3) māḍa 4) vīthi
འཁྱམས་པ་	1) aṭyā 2) ghūrṇa 3) ghūrṇat 4) bhramayanta 5) bhramita 6) vigāha 6) saṃbhinnapralāpa
འཁྱམས་པར་གྱུར་	1) vighūrṇa 2) vibhramaṇa
འཁྱར་	bhramit
འཁྱལ་བ་	1) ākrośaka 2) āvartita 3) pralāpa 4) sambhinna
འཁྱིག་	1) bandha 2) bandhana
འཁྱིམ་པ་	pariveṣaṇa
འཇའི་ཁ་དོག་ལྷ་བུ་འཁྱིམ་པར་འགྱུར་བ་	indracāpasaddaśavarṇani pariveṣaṇani pradurbhaviṣyanti
འོད་འཁྱིམ་	paridhi
འཁྱིམས་པ་	1) āvṛtti 2) paridhi 3) pariveśa
འཁྱིར་	āvartana
འཁྱིལ་	1) āvarta 2) kuṇḍala
འཁྱིལ་ལྡན་	kuṇḍalin
འཁྱིལ་གནས་	āvarta
འཁྱིལ་བ་	1) āvarta 2) āvartatā 3) āvṛtta 4) kuṇḍalin 5) jalāvarta
འཁྱིལ་བ་བརྒྱ་	śatāvarta
འཁྱིལ་བ་མཐའ་ཡས་	anantāvartā
འཁྱུག་པོ་	sphārita
འཁུག་བྱེད་	saudāmanī
འཁྱུད་	1) āliṅgase 2) capeṭa 3) vigūhati 4) vimṛdyate 5)
མི་འཁྱུད་ཅིང་	na vigūhati
པང་དུ་འཁྱུད་	āliṅgase
འཁྱུད་ནས་ལྡོང་བའི་མ་ནིང་	āsakta pṛthrbudhna paṇḍaka
འཁྱུད་པ་	1) āliṅgana 2) āliṅgita 3) āśliṣṭa 4) āsakta 5) dharṣita 6) pariṣvajana 7) maithuna 8) līna
ཡོངས་སུ་འཁྱུད་པ་	pariṣvajya
འཁྱུད་པ་པོ་	guphitvā, gumphitvā
འཁྱུད་དཔྱད་	muṣṭiyoga
འཁྱུད་སྦྱར་	muṣṭiyoga
འཁྱེར་	haranti
འཁྱེར་བྱེད་	nirharanti
འཁྱེར་ལ་	uhyamāna
འཁྱོག་	bhaṅga
འཁྱོག་འགྲོ་	jihmaga
འཁྱོག་པའི་ས་བོན་	vakrabīja
འཁྱོག་པོ་	1) kubja 2) jihmala 3) nata 4) vakra 5) vaṅka 6= vicchinna 7) vṛjina
འཁྱོགས་	ratha
ཁྱོགས་	ratha
འཁྱོངས་	vaṇga
འཁྱོམ་	tarala
འཁྱོར་བ་	vihvala
འཁྲགས་	viklava
འཁྲགས་ཐལ་འགྱུར་བ་	asamañjasa
འཁྲང་བ་	khara
འཁྲངས་	khara
འཁྲབ་པ་	utkāra
འཁྲབས་	pradakṣiṇa
འཁྲལ་འཁྲུལ་	kṣipata
འཁྲི་	anusārin
འཁྲི་རྐང་	dhvaja
འཁྲི་བྱེད་	vālin
འཁྲི་ཤིང་	1) kaṇīci 2) kha ṭvāṅga 3) latā 4) latikā 5) vallī 6) vratati
འཁྲིག་ཐབས་	vaiśika
འཁྲིག་འདོད་མ་	kālukī
འཁྲིག་པ་	1) ākula 2) āliṅgana 3) kurīna 4) mithuna 5) mithunarāśi 6) maithuna 7) yabhyā
འཁྲིག་པ་དང་ལྡན་པར་སྨྲ་བ་	maithunābhāṣaṇa
འཁྲིག་པ་མེད་པའི་ཚིག་	amaithunapada
འཁྲིག་པའི་ཚིག་	maithunapada
འཁྲིག་སྦེད་	maithuna
འཁྲིག་མ་	maṇibandha
འཁྲིག་ཚིག་	maithuna
འཁྲིགས་	prarūḍha
སྲ་བ་	prarūḍha
འཁྲིགས་པ་	annati
འཁྲིགས་མ་	maṇibandha
འཁྲིག་མ་	maṇibandha
འཁྲིད་	1) upanayati 2) nayati
འཁྲིམས་	bhīti
འཁྲིལ་	lambita
འཁྲིལ་བག་ཆགས་	vṛttatā
འཁྲིལ་བག་ཆགས་པ་	vṛtta
འཁྲིས་ནད་	pitta
འཁྲུ་སྐྱུག་	atisāra
འཁྲུ་ནད་	atisāra
འཁྲུ་བ་གཅོད་པ་	saṃgrahaṇa
འཁྲུ་སྦྱོངས་	atisāra
འཁྲུ་གཞི་	atisāra
འཁྲུག་	1) kopa 2) krodha 3) saṃgrāma
འཁྲུག་ཅིང་	kupyati
མི་འཁྲུག་ཅིང་	na ... kupyati
འཁྲུག་པ་དང་བཅས་	sopāyāsa
འཁྲུག་པ་མ་མཆིས་པ་	anu+o+āyāsa
འཁྲུག་པ་མེད་པ་	nirupāyāsa
འཁྲུག་པར་འགྱུར་	prakupyate
རྣམ་པར་འཁྲུག་པར་བྱེད་	vikṣipati
འཁྲུག་པར་བྱེད་པར་འགྱུར་	kolayiṣyati
འཁྲུག་པར་མི་འགྱུར་བ་	1) na kṣubhyati 2) na prakupyate
འཁྲུག་བྱེད་	ohana
འཁྲུག་མི་	āyidhīya
འཁྲུག་མི་འགྱུར་	na kupyate
འཁྲུག་མི་བྱེད་	na kupyate
འཁྲུག་མེད་	akṣobhya
འཁྲུག་ལོང་	ḍimba
ཀུན་ཏུ་འཁྲུགས་	ākula
མི་འཁྲུགས་	akopya
ལྷ་མོ་འཁྲུགས་སོ་	devatā prakopaḥ
འཁྲུགས་པ་	1) asamañjasa 2) ākula 3) upāyāsa 4) ku+o+ita 5) 6) kopana 7) ° kopya 8) kṣubdha 9) kṣubhita 10) kṣobha 11) ° kṣobhya 12) prakopa 13) bhrānta 14) vikṣipta 15) vyākula 16) saṃksobha 17)
ཤིན་ཏུ་མི་འཁྲུགས་པས་ཡེ་ཤེས་ཀྱི་དོན་	jñānārtho 'tyantakopanārthatayā
གཞན་གྱིས་རྣམ་པར་མི་འཁྲུགས་པ་	parāvikopanatva
མི་འཁྲུགས་པ་	akopya
མི་འཁྲུགས་པ་	akṣobhya
མི་འཁྲུགས་པས་བདེན་པའི་དོན་	satyārtho avisaṃvadanārthayā
འཁྲུགས་པ་མེད་པ་	1) akṣobhya 2) avikopanatā
འཁྲུགས་པར་གྱུར་	kṣobhamāpannaḥ
འཁྲུགས་པར་མི་འགྱུར་	na kṣubhyate
འཁྲུགས་ཚིག་	saṃkula
འཁྲུགས་ལོང་	kheṭana
འཁྲུང་	prarohati
འཁྲུང་བར་འགྱུར་	prarohayiṣyanti
འཁྲུངས་པ་	1) udaya 2) upapatti 3) jāta 4) samudbhūta 5) sambhava
ལེགས་འཁྲུངས་པ་	samudbhūta
འཁྲུངས་པར་ཤོག་	āyantām
འཁྲུད་བྱ་	secya
འཁྲུད་བྱེད་	1) ukṣa 2) meḍhra 3) meṣa
འཁྲུད་བཞིན་པ་	sunvat
འཁྲུད་རིང་	1) āyata 2) dīrgha
འཁྲུད་འཇུག་པ་	1) dhāvati 2) dhāvana
འཁྲུལ་	1) avidyā 2) bhrama 3) bhrānti 4) vibhrama 5) vivarta 6) saṃbhrānti
འཁྲུལ་འཁོར་	1) adhisāra 2 ) nimāpaka 3) mantra 4) yantra 5)
འཁྲུལ་དགའ་	nirmāṇaratayaḥ
འཁྲུལ་ཏེ་	vispandana
འཁྲུལ་པ་	1) bheda 2) bhrama 3) bhrami 4) bhrānti 5) vibhrama 6) vyabhicarati 7) vyabhicāra 8) vyabhicārin 9) skhalita 10)
གཏི་མུག་འཁྲུལ་པས་	mohataḥ
འཁྲུལ་པ་མི་མངའ་	askhalita
འཁྲུལ་པ་མེད་པ་	avyabhicārin
འཁྲུལ་པ་མེད་པའི་བློ་	askhalitabuddhi 2) askhalitamati
འཁྲུལ་བ་	1) bhranta 2) bhrāntatva 3) bhrānti 4) bhrāmyati 5) vibhrama 6) vyabhicārin 7) vyākula 8) skhalita
མིག་འཁྲུལ་བ་	cakṣurvibhrama
མ་འཁྲུལ་བ་	avyākula
འཁྲུལ་བ་སྤོང་ཞེས་བྱ་བའི་སྒྲུབ་པའི་ཐབས་	bhramahārasādhana
འཁྲུལ་མེད་པ་	1) abhrāntatva 2) avikopanatā 3) avyabhicārin
འཁྲུལ་བ་བཟློག་པའི་རིགས་གཏན་ཚིགས་གྲུབ་པ་	skhalitapramardanayuktihetusiddhi
འཁྲུལ་བ་ཡིན་	vyabhicarati
འཁྲུལ་བྱེད་	ohana
འཁྲུལ་བྱེད་མ་	itvarī
འཁྲུལ་མེད་བློ་	1) askhalitabuddhi
འཁུལ་ཡས་	viparya
འཁྲུལ་ཤིག་	1) bhramalupta 2) bhrāntalupta
འཁྲུས་པ་	ābhidrugdha
འཁྲུས་པར་མ་གྱུར་ན་	na niḥsareta
འཁྲེན་པ་	1) kṛpanā 2) gṛddha 3) mātsarya
འཁྲོ་བཅོམ་	bhasmakrodha
འཁྲོ་བ་བཅོམ་པ་	bhasmakrodha
འཁྲོ་བར་འགྱུར་	prakupyanti
འཁྲོག་པོ་	kuṭila
དྲང་པོ་མིན་པ་	kuṭila
འཁྲོལ་	1) mukharā 2) svana
གྭ་ཁང་	aṭṭāla
ག་ག་ཚིལ་བྱེད་པ་	pratodana
ཕྱོགས་ག་གེ་མོ་ཞིག་ན་	amuṣmin pradeśe
ག་གོན་	tzrapuṣa
ག་གོན་གྱི་རྒྱལ་པོ་	yoyāla
ག་ཆད་	ārtaravam
ག་ཆད་དུ་	rodityārtaravam
ག་སྟོད་	ajāji
ག་ཏ་	gātha
ག་ད་	gada
ག་ཎ་པ་ཏི་	gaṇapati
ལྷ་ཆེན་ཚོགས་བདག་	gaṇapati
ག་པུ་ར་	karpūra
ག་བ་ར་བ་རི་ཎི་	kapotavarṇo
ག་བ་ཙེ་	cañca
ག་བུར་	1) karpūr 2) vidhu
ག་བུར་འཛིན་པ་	karpūr dhara
ག་མུ་	gama
ག་ཛན་ཏ་	gajānta
ག་ཞ་	upahāsa
ག་ཞའི་རྒྱུ་བྱེད་	vilasantu
ག་ཡཱ་མགོའི་རི་	gayāśīrṣa
ག་ཡ་མགོའི་རི་མདོ་དང་སྤེལ་མར་བཤད་པ་	gayāśīrṣasūtramiśrakavyākhyā
ག་ཡ་མགོའི་རི་ཞེས་བྱ་བའི་མདོའི་རྣམ་པར་བཤད་པ་	gayāśīrṣa nāma sūtravyākhyāna
ག་ཡ་འོད་སྲུང་	gayākāśyapa
ག་ར་ཁ་ཏཎ་ཌུ་ལའི་རྩ་བ་	karkataṇḍulamūla
ག་རུ་ཌ་	garuḍa
ཁྱུང་	garuḍa
ག་རེ་	kva
ག་ལ་	1) katham 2) kutaḥ 3) kva 4) yena
ག་ལ་གོ་ལི་ཀ་	galagolika
ག་ལ་ནུས་	kāmamaśakta
ག་ལ་བ་	1) ya tra 2) yena
བཅོམ་ལྡན་འདས་ག་ལ་བ་དེར་ལོགས་སུ་ཐལ་མོ་སྦྱོར་བདུད་	yena bhagavāṃstenāñjali praṇamya
བཅོམ་ལྡན་འདས་ག་ལ་བ་དེར་སོང་སྟེ་	ye na bhagavāṃstenopasaṃkrānta
ག་ལ་བ་དེར་	1) yena ... tena 2)
ག་ལ་བ་དེར་སོང་སྟེ་	yena tatropasaṃkrantaḥ
ག་ལའི་	keci
ག་ལས་	kasmāt
ག་ལས་གར་འགྲ་བ་	yato yata eva prakramate
ག་ལས་འཇིགས་མེད་	akutobhaya
ག་ལེ་	śanaiḥ śanaiḥ
ག་ཤ་	uttarīyavastra
ག་ཤེད་	kvāpi
ག་ཤེད་དུ་	kvāpi
གགས་	1) pratibaddha 2) vibandha
གངས་སུ་གྱུར་པ་	pratibaddha
གང་	1) kaḥ 2) katam 3) kasyacid 4) kā 5) kim 6) 7) pū+īrṇa 8) pūrṇita 9) yaḥ 10) yattu 11) yad 12) yadi 13) yad yad 14) yam 15) yasya 16) yā 17) ye 18) ye ca 19) hi 20)
ཆོས་གང་སྤང་བར་བྱ་བའི་ཕྱིར་བརྩོན་པ་མ་ཡིན་	nāpi kasyacid dharmasya prahāṇāyābhiyucato bhavati
མེས་གང་འོབས་	agnikhadā
གང་གཱ་	1) gaṃgā 2) gaṃgodaka
གང་གཱ་འཛིན་	gaṃgādhara
གང་ག་བཟང་མོ་	gaṃgabhadrī
གང་གཱའི་ཀླུང་	gaṃgānadī
གང་གཱའི་ཀླུང་གི་བྱེ་མ་སྙེད་དག་	gaṃgānadīvālukāsama
གང་གཱའི་ཀླུང་ཆེན་པོ་	gaṃgānadī
གང་གཱའི་ཀླུའི་རྒྱལ་པོ་	gaṃgā nāgarājā
གང་གཱའི་མཆོག་གིས་ཞུས་པ་	gaṃgottarāparipṛcchā
གང་གཱའི་བྱེ་མ་	gaṃgāvālikā
གང་གཱའི་ལྷ་མོ་	gaṃgādevī
གང་གི་	1) kasya 2) yad ° 3) yasya
གང་གི་རྒྱུས་ན་	kena hetunā
གང་གི་ཆེད་དུ་བྱས་	kvādhikṛta
གང་གི་ཆེད་དུས་ན་	1) kiṃkālam 2) kena kālena
གང་གི་དོན་དུ་	1) yadarthaṃ 2)
གང་གི་དོན་དུ་འགྲོ་བྱེད་པ་	yena kāryaṇa gacchanti
གང་གི་དྲིན་གྱིས་	yatprasādāt
གང་གི་ཕྱིར་	1) katham 2) kim 3) kutaḥ 4) kena yena 5) yaḥ 6) yataḥ 7) yata eva 8) yatkṛte 9) yasmāt 10) yāvatā
གང་གི་ཕྱིར་ཅགུ་འབེབས་ཞེས་བྱ་བ་	yastvaṃ jalavāhano nāma
གང་གི་བྱས་	kiṃkṛta
གང་གི་ཚེ་	1) kadā 2) yadā 3) yadi
གང་གི་ཚེ་དེའི་ཚེ་	yadā tadā
གང་གི་ཚེ་དེའི་ཚེ་ན་	1) yadā tadā 2) yasmin yamaye tasmin samaye
གང་གི་ཚེ་ན་	kadā
གང་གི་སླད་དུ་	yena
གང་གིས་	1) kaḥ 2) kam 3) kena 4) kena yena 5) yacca 6) yataḥ 7) yad 8) yasya 9) yena
གང་གིས་ཀྱང་	kenacid
གང་གིས་ན་	yena
གང་གིས་བྱས་	kiṃkṛta
གང་ཅི་	yat kiñcid
གང་ཅིའང་རུང་	yat kiñcid
གང་ཉིད་	yadeva
གང་སྟེ་	1) āpūrayate 2) 3) paripluta 4) kyākula
མིག་མཆི་མས་གང་སྟེ་	aśrudurdinanayana
མཆི་མས་མིག་གང་སྟེ་	bāṣpapariplutākṣa
གང་དག་	1) kecana 2) kecid 3) yad 4) ye 5) yeṣām
གང་དག་གི་	yiṣām
གང་དག་གི་ཕྱིར་	yeṣāṃ kṛtaśaḥ
གང་དག་གིས་	1) yeṣām 2) yai
གང་དག་ཉིད་	yadeva
གང་དག་འདིར་	ya iha, yāviha
གང་དག་གང་	1) yad yad 2) yahiṃ 3) yāni 4) yān kāñcid
གང་དང་གང་ཆགས་པ་	yahiṃ sajjati
གང་དག་གང་གི་	yasya kasya
གང་དག་གང་དུ་	yato yataḥ 2) yatra tatra 3) yatra yatra 4) yatra yatreva 5) yena yena 6) yeṣu yeṣu
གང་དག་གང་དུ་འགྲོ་བ་དེ་ལོགས་སུ་	yena yena anucakramati tena tena
གང་དག་གང་ན་	yatra yatra
གང་དག་གང་ལ་	1) yato yata eva 2) yatra yatra
གང་དང་ཕྲད་ན་	yadāsaṃgāt
གང་དང་ཡང་	1) kenacidapi 2)
གང་དང་ཡང་ནི་འབྲེལ་མེད་པ་	pratibaddho ma kasyacit
གང་དུ་	1) kutra 2) kva 3) yatra 4) yatra kvacid 5) yasmin 6) 7) yā 8)
གང་དུ་འགྲོ་བའིཕྱོགས་	yasyāṃ dihi ... anucaṃkramati
གང་དུ་འདོད་པར་	yneccakam
གང་དུ་མི་	na kvacid
གང་དུ་གཞུད་པར་འགྱུར་	yadgāminaḥ
གང་དུ་འང་	1) kvacid 2) yatra yatra
གང་དུ་འང་ངེས་པའི་རིགས་	aniyatagotraka, aniyataikagotraka
གང་དུ་ཡང་འགྲོ་བ་མེད་པ་	akvaciggamana
གང་དེ་	1) yad ... tad 2)
གང་དོན་	yadartham
གང་འདི་	yadidam
གང་འདོད་པ་བཙལ་ཏེ་མ་རྙེད་པ་དེ་ཡང་སྡུག་བསྔལ་	yadapīcchayā paryaṣamāṇo na labhate tadapi duḥkham
གང་འདྲ་	yādṛśī
གང་ན་	1) kva 2) kvacan 3) 4) kvacid 5) yatra
གང་ན་ཡང་	1) kutracid 2) kvacan
གང་ནས་	1) kutaḥ 2) yataḥ 3) yena
ལམ་གང་ནས་འདོང་བའི་ལམ་དེར་	yena mārgaṇa gacchanti sma. tasmiṃ mārge
གང་ནས་ཀྱང་	1) kutaścid 2)
གང་ནས་སྐྱེས་	kolita
གང་ནས་བཟུང་སྟེ་	yataḥ prabhṛti
གང་ནི་ཚུལ་བཞིན་དུ་	yathānayam
གང་རྣམས་	1) yā 2) ye ca 3) yepi ca
གང་རྣམས་ཀྱི་	yeṣām
གང་རྣམས་ཇི་སྙེད་པ་	yāvat keci
གང་པོ་	1) pūrṇa 2) pūrṇaka
བྱམས་མའི་གང་པོ་	pūrṇo ma+aitrāyaṇipūtraḥ
གང་པོ་ལ་སོགས་པའི་རྟོགས་པ་བརྗོད་པ་བརྒྱ་པ་	pūrṇapramukhāvadānaśataka
གང་སྤེལ་	pūrṇavardhana
གང་ཕྱིར་	1) yataḥ 2) yad 3) yadartham 4) yasmād 5) yena 6) yeṣāṃ kṛte 7)
གང་ཕྱིར་ཕྱིར་	yasmād
གང་བ་	1) alam 2) ākīrṇa 3) ākula 4) āpūrita 5) nicita 6) pūrṇa 7) pūrṇatva 8) pūrṇamāṇa 9) pratikubjita 10) bharita 11) yad12) sampūrṇa
སྐྱེ་བོ་མང་པོ་དང་མིས་གང་བ་	bahujanākīrṇamanuṣya
གང་བ་སྤེལ་	pūrṇavardhana
གང་བ་མེད་པ་	asampūrṇa
གང་བ་བཟང་པོ་	pūrṇabhadra
གང་བ་བཟང་པོའི་སྒྲུབ་ཐབས་	pūrṇabhadrasādhana
གང་བའི་ཟླ་བ་	pūrṇacandra
གང་བར་འགྱུར་	pari+o+ūryate
རབ་ཏུ་གང་བར་འགྱུར་	paripūrṇa kṛtvā
གང་བར་ཤོག་	bhavantu ... prapūrṇāḥ
གང་བུ་	1) mañjarī 2) ballarī
གང་བྱས་པ་	bharita
གང་བྱེད་	yat karoti
གང་མེད་	apūrṇatva
གང་མས་	nānā
གཉའ་ཤིང་གང་ཙམ་དུ་བལྟ་བ་	yugamātradarśinaḥ
གང་ཙམ་ལས་མཐོར་	sādhika
གང་ཚུལ་བཞིན་མང་པོ་སྦྱིན་པར་འོས་པ་	yadbhūyasikīya
གང་ཚེ་	1) kadā 2) yadā 3)
དམ་བཅས་གང་ཚེ་	pratijñāya
གང་ཞིག་	1) kaḥ 2) katara 3) kam 4) kasya 5) kā 6) kim 7) yaḥ 8) yad 9) yasya
གང་ཞིག་གང་དང་ཕྲད་པར་འགྱུར་	kasyakenāstu saṃgatiḥ
གང་ཞིག་ཏུ་	kva
གང་ཞིག་ན་	katama
གང་ཞིག་ལ་	kutra
གང་ཞེ་ན་	1) katama 2) kayoḥ
གཉིས་གང་ཞེ་ན་	katamai dvai
གང་ཞེས་བསྟན་པ་	yāpadeśaḥ
གང་ཟག་	1) ātma 2) pudgala 3) bhūtātman 4) sattva
གང་ཟག་གི་བདག་མེད་	pudgakanairātmya
གང་ཟག་གིས་རུང་བ་	pudgalakalpa
གང་ཟག་ཆོས་	dharmapudgala
གང་ཟག་ཏུ་ལྟ་བ་	pudgaladṛṣṭi
གང་ཟག་རྟག་གཅིག་དང་དབང་ཅན་གྱི་བདག་གིས་སྟོང་པ་	nitya eka svatantra ātma śūnya pudgala
གང་ཟག་བསྟན་པ་	pudgaladeśanā
གང་ཟག་དང་ཆོས་ལ་མངོན་པར་ཞེན་པ་ཀུན་ཏུ་རྨོངས་པ་	pudgaladharmābhiniveśasaṃmoha
གང་ཟག་བདག་མེད་པ་	pudgalanairatmya
གང་ཟག་རྣམ་པར་བཞག་པ་	pudgalavyavasthāpana
གང་ཟག་མེད་པ་	1) napudgala 2) niṣpudgala
གང་ཟག་མཚུངས་པ་མེད་པ་	apratipudgala
གང་ཟག་འཛིན་པ་	pudgalagrāha
གང་ཟག་གཞན་ལ་དགོངས་པ་	pudgalāntarābhiprāya
གང་ཟག་བཞི་	catvāraḥ pudgalāḥ
གང་ཟག་ཟླ་མེད་པ་	apratipudgala
