Tibetan	Description
ནིདྷཱནཾ	གཏེར།
དྷནཾ	ནོར།
དྲབྱཾ	རྫས།
དྷརྨྨིཀཱིཀྵིཏིམནུཔྲདཱསྱཱམཿ	ཆོས་བཞིན་དུ་ཁྭ་འམ་ཆ་འབུལ།
ནིགྷ	སྡིག་པ།
ཨཱདཱིནཀིལྦིཥཾ	ཉེས་དམིགས་སམ་སྡིག་པའམ་གདུག་པ།
ཨཔརཱདྷཿ	ཉེས་པ།
བཱལལླཱཔནམ	བྱིས་པ་བྲིད་པ།
མྲྀཤཱམོཥདྷརྨྨིཎཿ	བརྫུན་པ་བསླུ་བའི་ཆོས་ཅན།
བིཔརིཎཏཾ	རྣམ་པར་མྱུར།
རིཀྟཿ	གསོག།
ཏུཙྪཿ	གསོབ།
བཤིཀཿ	ཡ་མ་རླ།
ཨསཱརཿ	སྙིང་པོ་མེད་པ།
ནིརཱིཧཱ	གཡོ་བ་མེད་པ།
ནིཤྩེཥྚཿ	བྱེད་པ་མེད་པ།
བཾཀཿ	ཡོན་པོ།
བཀྐྲཿ	ཡ་ཡོ་མ་འདོམ་ན་ཡོན་པོ།
ཛིཧྨཿ	འགྲས་འགྲུས་སཾ་གྱ་གྱུའམ་ཡ་ཡོའམ་གཡོན་ཅན།
ཀུཊིལ	གྱ་གྱུ་ཅན།
ཙཀྐྲིཀཿ	ཐབས་སུ་སྦྱར་བའམ་གཡོར་བསྐྱིམས་པའམ་སྦྱོར་ཀ་བྱེད་པ་།
ཀུསྲྀཏིཿ	ངན་གཡོ།
ཛིགྷནྶིཏཿ	བཀྲེས་པ།
པིཔཱསིཏཿ	སྐོམ་པ།
ཀུཔྲཱབརཎཿ	བགོ་བ་ངན་པ།
ཀུཙེལཿ	གོས་ངན་པ།
ཀྲྀཔཎཿ	བཀྲེན་པ།
བནཱིརྻཀཿ	སྡུག་ཕོངས་པ།
ཨརྟྟཿ	ཉམ་ཐག་པ།
དྷནིཀབྷཡབྷཱིཏཡཿ	བུ་ལོན་པས་འཇིགས་ཤིང་སྐྲག་པ།
ཀླམཐཿ	སྙོམ་པའམ་དུབ་པ།
ཀླམཿ	ངལ་བའམ་དུབ་པ།
གརྦིཏཿ	དྲེགས་པའམ་སྙེམས་པ།
སྟཾབྷཿ	ཁེངས་པའམ་རེངས་པ།
བིསྤརྡྷཱ	རྣམ་པར་འགྲན་པ།
བིཀྲཱིཌམཱནཿ	རྣམ་པར་རྩེ་བ།
སལཱིལཾ	འཇོ་བག་ཅན་ནཾ་འཆོས་པ།
དརྦིཏཿ	རྒྱགས་པའམ་དྲེགས་པ།
མཏྟཿ	མྱོས་པ།
ཨཀྵཀྲཱིཌཱ	ཆོ་ལོས་རྩེ་བ།
རིརཾསཱ	རྩེ་འདོད།
ཀྲཱིཌཏི	རྩེ།
རམཏི	དགའ།
བརིཙཱརཡཏི	དགའ་མགུར་སྤྱོད།
ཀནྡུཿ	ཕོ་ལོང་།
པྲཧེལིཀཱཿ	ལྡེའུའམ་སྐུ་སྐ།
གཧནཾ	ཐིབས་པོ།
གྷནཾ	སྟུག་པོ།
ཨནུཔཧཏཾ	མ་ཉམས་པ།
ཨཀྵཏཾ	མ་སྨས་པ།
ཨཏྲྀཔྟི	མི་ངོམས་པ།
ཨུདྡྷརཿ	གསལ་བར་བྱེད་པའམ་བརྩོན་པའམ་བཏང་བ།
སཏྤུརུཥཿ	སྐྱེས་བུ་དམ་པ།
པུརུཥབྲྀཥབྷ	སྐྱེས་བུ་ཁྱུ་མཆོག།
པུརུཥཔུངྒཔཿ	སྐྲེས་བུ་སྐྱེས་མཆོག།
མཧཱཔུརུཥཿ	སྐྱེས་བུ་ཆེན་པོ།
ནཀུཎྜོབྷབཏི	ལག་རྡུམ་དུ་མི་འགྱུར།
ནལཾགོབྷབཏི	རྐང་རྡུམ་དུ་མི་འགྱུར།
ནཔཀྵཧཏོབྷབཏི	གཞོགས་བྱེད་སྐམ་པར་མི་འགྱུར།
ནབིཀལེནྡྲིཡོབྷབཏི	དབང་པོ་མ་ཚང་བར་མི་འགྱུར།
བྷོགཿ	ལོངས་སྤྱོད།
ཨུཔབྷོགཿ	ཉེ་བར་སྤྱོད་པ།
པརིབྷོགཿ	ཡོངས་སུ་སྤྱོད་པ་འདི་རྣཾས་དང་མ་འདོམ་ན་ལོངས་སྤྱོད།
ཨཱཊྷྱཿ	ཕྱུག་པོ།
མཧཱདྷནཿ	ནོར་ཆེ་བའམ་ནོར་ཆེན་པོ།
བྲབྷཱཏདྷནཿ	ནོར་མང་པོ།
པཉྩབྷིརྐཱམགུཎཻཿསམརྦིཏཿསམནྭཱདྒཱིབྷཱུཏཿ	འདོད་པའི་ཡོན་ཏན་ལྔ་འབྱོར་ཅིང་ལྡན་པར་གྱུར་པ།
སརྦསུཁསམརྦིཏཿ	བདེ་བ་ཐམས་ཅད་དང་ལྡན་པ།
སམརྦིཏཿ	འབྱོར་བའམ་ཕུལ་བའམ་གཏད་པ།
ཡུཀྟཾ	འབྱོར་བའམ་ལྡན་པའཾ་རིག་པ།
སམནྭཱགཏཿ	ལྡན་པ།
ཨུཔེཏཿདུཿཁསྱཱནྟཀརཿ	སྡུག་བསྔལ་མཐར་འབྱིན་པའམ་སྡུག་བསྔལ་གྱི་མཐར་བྱེད་པ།
པརྻབརོདྷཿ	ཡོངས་སུ་འཛིན་པའམ་བཀག་པ།
ཨཱིཪྻཱཔཐཿ	སྤྱོད་ལམ།
གོཙརཿ	སྤྱོད་ཡུལ།
མཱརཙམཱུཿ	བདུད་ཀྱི་སྡེ།
ཀྲིཥྞབནདྷུཿ	བདུད་དཾ་ནག་པོའི་རྩ་ལག།
ཨནུཔརིཔཱལཡཏི	རྗེས་སུ་ཡོངས་སུ་སྐྱོང་།
སཱསྲབཛྙཱནཾ	ཟག་པ་དང་བཅས་པའི་ཤེས་པ།
ཨནཱསྲབཛྙཱནཾ	ཟག་པ་མེད་པའི་ཤེས་པ།
བིཔཏྟིཿ	རྒུད་པ།
པྲདཱལིཏཱ	རབ་ཏུ་གཤེགས་པའམ་བཙལ་བ།
བིཀིརཎཾ	འཐོར།
བིགཏཿ	བྲལ་བ།
བིདྷྭནྶནདྷརྨྨཿ	གྱེས་པའམ་འཇིག་པའི་ཆོས་ཅན།
བྷེདནཾ	འཇིག་པ།
མཱརུཏཿ	རླུང་དམར་རམ་རླུང་།
ཏིཐིཿ	ཚེས་གྲངས།
ཧུཏཱཤནཿཧུཏབྷུཀྲ	མ་འདོམ་ན་མེ་འདོམ་ན་གཅིག་སྲེག་ཟ།
ཨཱཀཱཤཾ	མ་འདོམ་ན་ནམ་མཁའ་འདོམ་ན་གོ་འབྱེད།
གགནཾཁཾ	ནམ་མཁའ།
བཻཤྭཱནརཿ	མེ༑
ཨནལཿབྷཱུཏདྷཱཏྲཱི	སའི་མིང་སྟེ་འདོམ་ན་འབྱུང་པོའི་རྟེན།
ཨནིལཿ	རླུང་།
སུཛཱཏཿ	ལེགས་པར་སྐྲེས་པ།
སུཔརིཎཏཿ	ལེགས་པར་སྨིན་པ།
ཨནུཛཱཏཿ	རྗེས་སུ་སྐྱེས་པའམ་མཐུན་པར་སྐྱེས་པ།
པྲསཱུཏཿ	བྱུང་ངཾ་བཙས་སམ་སྐྱེས་པ།
ཨནུཤངྒིཀཿ	ཞར་ལ་བྱུང་བ།
སུསཾསྠིཏཿ	ལེགས་པར་གནས།
ཧེཏུཀཿ	རྒྱུ་ལས་བྱུང་བ།
པྲཱཡོགིཀཿ	སྦྱོར་བ་ལས་བྱུང་བ།
སྭརསནིརོདྷ	རང་གི་ངང་གིས་འགག་པ།
ནནིབརྟྟཡཏི	མི་སྐྱེའམ་མི་འགྲུབ།
ནིརྷཱརཿ	སྒྲུབ་པ།
ཨབྷིནིརྦརྟྟཀཿ	མངོན་པར་འགྲུབ་པར་བྱེད་པ།
ཨབརོཔིཏཀུཤལམཱུལཿ	དགེ་བའི་རྩ་བ་བསྐྲུན་པའམ་བསྐྲེད་པ།
པྲཏིཔཏྟིསམྤཏ	སྒྲུབ་པ་ཕུན་སུཾ་ཚོགས་པ།
ཀཊསཱིབརྡྷིཏཱ	དུར་ཁྲོད་བསྐྱེད་པ།
སཉྫཱནནཾ	ཀུན་ནས་སམ་ལེགས་པར་རམ་ཡོངས་སུ་བསྐྱེད་པ།
སམདཱནནཱཡ	ལེགས་པར་སྦྱར་བའམ་ལེགས་པར་བསྒྲུབ་པའམ་ལེགས་པར་བསྡུ་བའི་ཕྱིར།
བྷཱབཱི	འབྱུང་བའམ་འགྱུར་བ།
པརིཀལྤསམུཙྪིཏཿ	ཡོངས་སུ་རྟོག་པ་ལས་བྱུང་བ།
བརྟྟཏེ	འགྱུར་རོའམ་འདུག་གོ་སྤྱོད་དོ།།
ཨཱསཱདནཾ	ཐོབ་པར་བྱེད་པ།
ཨཱསཱདྱ	བརྟེན་ནས་སམ་ཕྲད་ནས་སམ་ཐོབ་ནས།
པྲཱཔྟཿ	ཐོབ་པ།
ཨརྤཎཱ	འབུལ་བའམ་གཏོད་པ།
བྱརྤཎཱ	རྣམ་པར་འབུལ་ལམ་རྣཾ་པར་གཏོད།
པྲབྷཱབཡནྟི	རབ་ཏུ་བྱེད་དོའམ་རབ་ཏུ་འཇོག་གོའམ་རབ་ཏུ་བསྐྱེད་དེ།
སམུདཱཙཱརཿ	ཀུན་ཏུ་འབྱུང་བ།
པྲཏིཔཱདཡཏི	འབུལ་ལོའམ་གོ་བར་བྱེད་དོ།།
པྲཏིལབྡྷཿ	ཐོབ་པའམ་རྙེད་པ།
ཨུཔནཱམཡཏི	འབུལ།
བྲྀདྡྷབརཱུཌྷིཾ	འཕེལ་ཞིང་རྒྱས་པ་དང་།
བིཔུལཏཱམཱཔདྱཏེ	ཡངས་པར་འགྱུར།
ཨཱཙཡཿ	བསགས་པ།
ཨུཔཙཡཿ	རྒྱས་པའམ་འཕེལ་བ།
ཨཱཙིཏཿ	བསགས་པ།
པཱུརྞཏྭཾ	གང་བའམ་རྫོགས་པ།
ཨནུཤེརཏེ	རྒྱས་པར་འགྱུར།
ཨུཏྐརྵཿ	འཕེལ་བའམ་སྐྱེ་བ།
ཨུཔབྲྀཾཧཡཏི	འཕེལ་བར་བྱེད་པའམ་རྒྱས་པར་བྱེད་པ།
བིབརྡྷནཾ	རྣམ་པར་འཕེལ་བ།
སཉྩིཏོ	བསགས།
བྲྀདྡྷིཔྲསརྦཎཾ	སྐྱེ་བ་དང་འཕེལ་བ།
བིསརྦཎཾ	འཕེལ།
ཨུཔཙིཏཏརཾ	ཆེར་བསགས་པའམ་ཤིན་ཏུ་བསགས་པ།
ཙཡཿ	འཕེལ་བའམ་སོགས་པ།
ཨཔཙཡཿ	འགྲིབ་པའམ་འབྲི་བ།
ནིརཱུཔཎཱ	ངེས་པར་རྟོག་པ།
ནིརྦིཀརལྤཾཨབིཀལྤཾ	རྣམ་པར་རྟོག་པ་མེད་པའམ་རྣཾ་པར་མི་རྟོག་པ།
སབིཀལྤཾ	རྣམ་པར་རྟོག་པ་དང་བཅས་པ།
ཡོནིཤཿཨུཔཔརཱིཀྵིཏབྱཱ	ཚུལ་བཞིན་དུ་བརྟག་པར་བྱའོ།།
པྲརཱུཔཎཱ	རབ་ཏུ་རྟོག་པ།
ཨུཔཔརཱིཀྵིཎཱཾ	ཉེ་བར་རྟོག་པ།
ཨབྷིནིརཱུཔཎཱ	མངོན་པར་རྟོག་པ།
བྱབཙཱརཡིཏབྱཱ	རྣཾ་པར་དཔྱད་པར་བྱ།
ཨུཔནིདྷྱཱཏབྱཿ	ངེས་པར་བརྟག་པར་བྱ།
ནིབྷྱཱཔྟི	ངེས་པར་སེམས་པ།
པྲཏྱཔེཀྵཡིཏབཱཾ	སོ་སོར་བརྟག་པར་བྱ།
ནིདྷྱཱཡཏི	ངེས་པར་སེམས་པར་བྱེད།
ཨནུགནྟབྱཾ	རྟོག་པར་བྱ།
ཨཱཛྙཱཔཡཏ྄	ཀུན་ཤེས་པར་གྱིས་ཤིག།
སཾཛྙཱཔཡེཏ྄	ཡང་དག་པར་ཤེས་པར་གྱིས་ཤིག།
ནིདྷྱཱཔཡེཏ྄	ངེས་པར་སོམས་ཤིག།
ཨཱུཧནཱ	བརྟག་པ།
ཨཱུཧཱཡོཧསམརྠཿ	བརྟག་ཅིང་གཞིག་ནུས་པ།
ཨུཔལཀྵཎཾ	ཉེ་བར་བརྟགས་པའམ་ཉེ་བར་མཚོན་པ།
པྲེཀྵཏེ	ལྟ་བའམ་རྟོག་པ།
ནིཏཱིརཎཾ	ངེས་པར་རྟོག་པའམ་ཕྱེ་སྟེ་རྟོག་པ།
བིཙཱརཎཾ	དཔྱོདཔ།
སམོདཧནཿ	ལེཊ་པར་རབ་ཏུ་རྟོག་པ།
ཨནྭོདཱཧནཾ	རྗེས་སུ་རབ་ཏུ་རྟོག་པ།
པཉྩསྐནྡྷཀཔྲཀརཎཾ	ཕུང་པོ་ལྔའི་ར་བ་ཏུ་བྱེད་པ།
ཨཱབྷིསཾཀྵེཔིཀཾ	བསྡུས་པ་ལས་གྱུར་པ།
ཨཱབྷྱབཀཱཤིཀཾ	མངོན་པར་སྐབས་ཡོད་པ།
སམཱདནིཀཾ	ཡང་དག་པར་བླངས་པ་ལས་བྱུང་བ།
པརིཀལྤིཏཾ	ཀུན་བརྟགས་པ།
བཻབྷུཏྭིཀཾ	དབང་འབྱོར་བ།
སཱཾབྱབཧཱརིཀཾ	ཀུན་ཏུ་ཐ་སྙད་འདོཊ་པ།
ཤཱསྟྲཱིཡཱཿ	བསྟན་བཅོས་ལས་འབྱུང་བ་རྣཾས་རླན་དང་བཅས་པ།
སཱརྡྲཾསཱདྱཾ	ལྗིད་གནོན།
ཨནུབྷུཾཏི	ཉམས་སུ་མྱོང་བ།
ཨནུབྷབཏི	མྱོང་བར་བྱེད་པ།
བིདྷཱནཾ	སྒྲུབ་པའམ་བཞག་པ།
ཨཱདྲྀཡཏེ	གུས་པར་བྱེད་པ།
ཁརཿ	འཁྲང་བ།
ཀྲཱུརཿ	འཐས་པ།
པརུཥཾ	རུད་རུད་པོ།
རཱུཀྵཾ	ཧུད་ཧུད་པོ།
བྱཱཔྲྀཏཿ	ཞུགས་པ།
བྱུཏྤནྣཿ	བྱང་བའམ་རྟོགས་པའམ་ཤེད་བྱེ་བ།
བྱུཏྤཏྟི	བྱེ་བྲག་ཏུ་རྟོཊ་པར་བྱེད་པའམ་བྱེ་བྲག་ཏུ་སྒྱུབ་པ།
པྲཀྲྀཏིཿ	རང་བཞིན།
སྭབྷཱབཿ	ངོ་བོ་ཉིད་དཾ་རང་བཞིན།
སྭརཱུཔཾ	རང་གི་ངོ་བོའམ་རང་བཞིན།
ཨནུབིདྷཱནཾ	རྗེས་སུ་བྱེད་པའམ་རྗེས་སུ་འཇུག་པའམ་རྗེས་སུ་འགྱུར་བ།
པུརཿསརཿ	སྔོན་དུ་འདྲེན་པ།
བིནསྭརཾ	འཇིག་པའི་ངང་ཅན།
སྭཏནྟྲཿ	རང་དབང་།
ཨནུསྱུཏི	རྗེས་སུ་འབྲེལ་བ།
ཨསྨིཾསཏཱིདཾབྷབཏི	འདི་ཡོད་པས་འདི་འབྱུང་།
ཨསྱོཏྤདཱདིདམུཏྤདྱཏེ	འདི་སྐྲེས་པའི་ཕྱིར་འདི་སྐྱེ།
ཛཱཡཀརཿ	རྒྱལ་བར་བྱེད།
མདྷུཀརཿ	སྦྲང་ཅིར་བྱེད།
སརྦཱརྠསཱདྷཀཾ	དོན་ཀུན་སྒྲུབ་པ།
པརིགཎཿ	ཁང་ཁྱིམ།
ཨབྷྱཱསིཏཿ	ལྡན་པའམ་གནས་པ།
ཨཱཙཱམམཎྜཿ	འབྲས་ཁུ།
ནིཤདཱཤིལཱ	མཆིག་གཾ་གཏུན་གྱི་གཞི།
ནིཤདཱཔུཏྲཿཤིལཱཔུཏྲཿ	མཚིག་གུའམ་གཏུན་བུ།
གྷརཊྚཿ	རང་ཐག།
ཨཱཏཱནཾ	རྒྱུ།
བིཏཱནཾ	སྤུན།
ནཱལི	སོན་པ།
བེམཾ	ཐགས་བཟང་།
ཏུརིཿ	ཚིག་པ།
སྱཱརྡྭཱདཿ	གལ་གཉིས་སུ་སྨྲ་བ།
སམཱརཱུཌྷཾ	ཞུགས་པའམ་ཞོན་པའམ་ནོན་པ།
ཨཀུཐིཏཾ	མ་རུལ་བའམ་མ་ཞིག་པ།
ཨཱཀསྨིཀཾ	འཕྲལ་ལམ་གློ་བུར་རམ་གྱི་ནའམ་རྒྱུ་མེད་པར་བྱུང་བ།
རཎཿ	ཉོན་མོངས་པའམ་འཐབ་པའམ་གཡུལ།
ཨཀྲྀཏཱབྷྱཱགམཿ	མ་བྱས་པ་དང་ཕྲད་པ།
ཀྲྀཏབིཀྲཎཱཤཿ	བྱས་པ་ཆུད་ཟ་བ།
ཨནནྟརཛནྨཿ	གཞན་གྱིས་མ་ཆོད་པའི་ཚེ་ལ།
ཀྲྀཥྞཤུཀླཾ	དཀར་ནག།
གུརུཏརཾབྷབཏི	ནང་ན་ལྕི་བ།
བསནཿ	ཆགས་ཞེན།
ཨཱཔེདྷཿ	འཕེན་པའམ་ཤུགས།
པརཱཛྙཱཔཏིསཱཾཙེཏནཱིཡཏཱ	གཞན་གྱིས་བསྒོ་བ་སེམས་པ་ལས་གྱུར་པ།
པརཱསཾཛྙཱཔྟིསཱཾཙེཏནཱིཡཏཱ	གཞན་གྱིས་གསོལ་བ་བཏབ་པ་སེམས་པ་ལས་གྱུར་པ།
ཕའབིཔཱཀསམྨོཧཿ	འབྲས་བུ་རྣམ་པར་སྨིན་པ་ལ་རྨོངས་པ།
ཏཏྭཱརྠསམྨོཧཿ	དེ་ཁོ་ནའི་དོན་ལ་རྨོངས་པ།
བྱཱསེཀཿ	འཕྱར་བ།
བེདྷིཿ	སྐོ་ཤམ་པ།
དཻཔཾ	གནས་གྱིས་བསྐོས་པ།
བིམཱལནཱ	སྦྱོང་བ།
བྱབཀིརཎཱ	འདྲེས་པ།
སྤརྴརཱུཔཎཱ	རེག་པས་གཟུགས་སུ་རུང་བ།
དེཤནིརཱུཔཎཱ	ཡུལ་བརྟཊ་པས་གཟུགས་སུ་རུང་བ།
ཀྲྀཏྱཱཏིཔཏྟིཿ	བྱ་བ་ཤོར་བ།
ཙཀྵུསཾསྤརྴཛཱབེདནཱསུཁཱཔིདུཿཁཱཔྱདུཿཁཱསུཁཱབི	མིག་གི་འདུ་ས་ཏེ་རེག་པ་ལས་བྱུང་བའི་ཚོར་བ་བདེ་བའང་རུང་སྡུག་བསྔལ་བའང་རུང་སྡུག་བསྔལ་ཡང་མ་ཡིན་བདེ་བའང་མ་ཡིན་པའང་རུང་།
ཤྲོཏྲགྷྲཱཎཛིཧཱཀཱཡམནཿསཾསྤརྴཛཱབེདནཱསུཁཱཔིདུཿཁཱཔྱདུཿཁཱསུཁཱཔི	རྣ་བ་དང་སྣ་དང་ལྕེ་དང་འུས་དངཡིད་ཀྱི་འདུས་ཏེ་རེག་པ་ལས་བྱུང་བའི་ཚོར་བ་བདེ་བའང་རུང་སྡུག་བསྔལ་བའང་རུང་སྡུག་བསྔལ་ཡང་མ་ཡིན་བདེ་བའང་མ་ཡིན་ པའང་རང།
སུཁཱཔིཀཱཡིཀཱིདུཿཁཱཔྱདུཿཁཱསུཁཱཔིཀཱཡིཀཱི	ལུས་ཀྱི་བདེ་བའང་རུང་ལུས་ཀྱི་སྡུག་བསྔལ་ཡང་རུང་སྡུག་བསྔལ་ཡང་མ་ཡིན་བདེ་བའང་མ་ཡིན་པའང་རུང་།
སུཁཱཔིཙཻཏསིཀཱིདུཿཁཱཔྱདུཁཱསུཁཱཔིཙཻཏསིཀཱི	སེམས་ཀྱི་བདེ་བའང་རུང་སེམས་ཀྱི་སྡུག་བསྔལ་ཡང་རུང་སྡུག་བསྔལ་མ་ཡིན་བདེ་བའང་མ་ཡིན་པའང་རུང་།
སུཁཱཔིསཱམིཤཱདུཿཁཱཔྱདུཿཁཱསུཁཱཔིསཱམིཤཱ	ཟང་ཟིང་དང་བཅས་པའི་བདེ་བའང་རུང་ཟང་ཟིང་དང་བཅས་པའི་སྡུག་བསྔལ་ཡང་རུང་སྡུག་བསྔལ་བའང་མ་ཡིན་བདེ་བའང་མ་ཡིན་པའང་རུང་།
སུཁཱཔིགྲེདྷཱཤྲིཏཱདུཿཁཱཔྱདུཿཁཱསུཁཱཔིགྲེདྷཱཤྲིཏཱ	ཞེན་པ་ལ་བརྟེན་པའི་བདེ་བའང་རུང་ཞེན་པ་ལ་བརྟེན་པའི་སྡུག་བསྔལ་ཡང་རུང་སྡུག་བསྔལ་ཡང་མ་ཡིན་བདེ་བའང་མ་ཡིན་པའང་རུང་།
སུཁཱཔིནཻཥྐྲམྱཱཤྲིཏཱདུཿཁཱཔྱདུཿཁཱསུཁཱཔིནཻཥྐྲམྱཱཤྲིཏཱ	མངོན་པར་འབྱུང་བ་ལ་བརྟོན་པའི་བདེ་བའང་རུང་མངོན་པར་འབྱུང་བ་ལ་བརྟེན་པའི་སྡུག་བསྔལ་ཡང་རུང་སྡུག་བསྔལ་མ་ཡིན་བདེ་བའང་མ་ཡིན་པའང་རུང་།
བཱཀྱཤེཥཿ	ཚིག་གི་མཇུག་གམ་ལྟག་མ།
བཱིཔྶཱ	ཕྱིར་བསྙགས་པའམ་བསྣན་པའམ་ཟློས་པ།
ཨུཔནིབནྡྷནཾ	བཤད་སྦྱར།
བིབཀྵཱ	བརྫོད་པར་འདོད་པ།
བལྒནཱ	འབོར་བ།
ཨཔསྤོཊནཾ	སྤྲུགས་གསིགས།
རཱུཔཎཱཏ྄	གཟུགས་སུ་ཡོད་པས།
རཱུཔྱཏེ	གཟུགས་སུ་རུང་བ།
ཙིཏྲཱིཀཱརཿ	མཚན་མར་འཛིན་པ་དང་འདོམ་ན་བཀྲ་བར་འཛིན་པ།
བིཛྙཱནནཱལཀྵཎཾ	རྣམ་པར་ཤེས་པར་བྱེད་པའི་མཚན་ཉིད།
སཾཛྙཱནནཱལཀྵཎཾ	འདུས་ཏེ་ཤེས་པར་བྱེད་པའི་མཚན་ཉིད།
དྷརྨྨཱཡཏནིཀཾ	ཆོས་ཀྱི་སྐྱེ་མཆེད།
བརྞྞནིབྷཾ	ཁ་དོག་ད་ང་འདྲ་བའཾ་ལྟ་བུ།
བིབྷཱཥཱ	བྱེ་བྲག་ཏུ་བཤད་པའཾ་སྨྲ་བ།
ཨུཔདེཤཿ	ལུང་ཕོག་པ།
ཨཱམྣཱཡཿ	མན་ང་ག།
སིདྡྷོཔནཱིཏཿ	གྲུབ་པས་བསྟན་པའམ་བརྟགས་པ།
པཱརིཎཱམིཀཿ	བསྒྱུར་བ་ལས་བྱུང་བ།
སཾཡོགིཀཿ	སྦྱར་བ་ལས་བྱུང་བ།
ཤླཐམཤླཐ	ལྷོད་པ་དང་ལྷོད་པ་མ་ཡིན་པ།
ཨཱུརྫཱ	སྦུངས་ཀྱིས་པའཾ་བག་རྩ་སྐྱེས་པ།
ཤུམཿ	ང་ལ་།
བིཤྲམཿ	ངལ་སོས་པ།
མཱུཙྪཱཏྲྀཔྟིཿ	བརྒྱལ་བའམ་མི་དྲན་པའི་མྱོག་ཅེས་བྱེད་པ་ངོམ་པའི་ཚིམ་པའམ་རྒྱས་པ།
བལཾ	ཉམ་ཡོད་པ།
དཽརྦལྱཾ	ཉམ་ཆུང་བ།
ཨཱབསྠིཀཾ	གནས་སྐབས་ལས་གྱུར་པ།
ཨུཙིཏྟཾ	ནར་མའམ་འདྲིས་པ།
ཨནུཙིཏཾ	ནར་མ་མ་ཡིན་པའཾ་མ་འདྲིས་པ།
པྲཡུཀྟཿ	ཞུགས་པའཾ་བརྩོན་པའམ་སྦྱོར་བའམ་སྦྱར་བ།
ཨཱཏྱནྟིཀཿ	གཏན་དུ་བ།
ཨེཀནྟིཀཿ	གཅིག་ཏུ་ངེས་པ།
ཨབསྠཱ	དུས་སམ་གནས་སམ་ཆེའི་གནས་སྐབས།
བཱདཿ	སྨྲ་བ།
བཱདཱདྷིཀརཎཾ	སྨྲ་བའི་ཞལ་ཆེ་བ།
བཱདཱདྷིཥྛཱནཾ	སྨྲ་པའི་གཞི།
བཱདཱལཾཀཱརཿ	སྨྲ་བའི་རྒྱན།
བཱདཱནིགྲཧཿ	སྨྲ་བ་ཆད་པས་བཅད་པ།
བཱདནིཿསརཎཾ	སྨྲ་བ་ལས་བྱུང་།
བཱདེབཧུཀརཱདྷརྨྨཿ	སྨྲ་བ་གཅེས་སྤྲས་ལ་དགོས་པའི་ཆོས།
པྲབཱདཿ	རྨད་ཁྱེར་བ་སྨྲ་བ།
བིབཱདཿ	རྩོད་པ་སྨྲ་བ།
ཨཔབཱདཿ	ཚིག་ངན་སྨྲ་བ།
ཨནུབཱདཿ	མཐུན་པར་སྨྲ་བ།
ཨབབཱདཿ	གད་མས་པ་སྨྲ་བ།
བྱཔཀརྵིཏཾ	རྣམ་པར་སྤངས་པ།
ཨཱཛྙཱམཱརཱགཡཏི	ཀུན་ཤེས་པ་ཐོབ་པར་བྱེད།
སམབསརྒཿ	གྱུན་ཡང་དག་པར་བཅད་པ།
པྲཱཏིཀྵེཔིཀཾ	བསལ་བ་ལས་གྱུར་པ།
བིཧཱནྱཱ	རྣཾ་པར་ཉམས་པར་བྱས་པ།
སཾཀལནཔྲཧཱཎཾ	བསྡོམས་ཏེ་སྤོང་བ།
པྲཱམཱཎིཀཱསཧཱཡཀཱ	ཚད་མར་རུང་བའི་ཟློ་གྲོགས།
བཱདཱབིདྷིཛྙཱནབྷབིཏབྱཾ	སྨྲ་བའི་ཚུལ་ཤེས་པར་བྱ་བ།
ཨཱཏྨཀཱམཿ	བདག་ལེགས་སུ་འདོད་པ།
ནོཏུབིགྲྀཧྱབཱདཿ	བརྩད་ཅིང་སྨྲ་བར་མི་བྱ།
རཱཛཱཀུལཾ	རྒྱལ་པོ་བཞུགས་ས།
ཡུཀྟཀུལཾ	བསྐོས་པ་འདུ་བའི་ས།
སབྷཱ	འདུས་པ།
དྲྀཥྚཱནྟེནཨདྲྀཥྚསྱཱནྟསམཱིཀརཎསམཱཁྱཱནཾ	མཐའ་མཐོང་བ་དང་མཐའ་མ་མཐོང་བ་མཚུངས་པར་སྦྱར་ཞིང་བསྟན་པ།
ཨེཀཱབཙཱརཀཿ	གཅིག་ནས་རྟོག་པ།
པཱུརྦཔདཀཿ	ཚིག་གོང་མ་དང་སྦྱོར་བ།
པཤྩཱཏྤདཀཿ	ཚིག་འོག་མ་དང་སྦྱོར་བ།
ཨུདྐཱརིཀཿ	དེ་བཞིན་ནོ་ཞེས་བྱ་བ།
ཀཱཔདེཤཿ	ཅི་ཞེས་བསྟན་པ།
ཡཱཔདེཤཿ	གང་ཞེས་བསྟན་པ།
སུསཏྤྲཀཱཤཱབྷྲཱནྟོ྅རྠཿ	བདག་ཉིད་ཡོད་པར་སྨྲ་བ་མ་ནོར་བའི་དོན།
མུཥྚིཡོགཿ	མཁྱུད་སྤྱད།
དིཥྛྱ	དགའ་བས།
ཧེཏུཿ	རྒྱུའམ་གཏན་ཚིགས།
ཀཱརཎཾ	བྱེད་པའམ་རྒྱུ་ཧེ་ཏུ་དང་ནི་མི་ཏཱ་དང་འདོམ་ན་བྱེད་རྒྱུ།
ནིམིཏྟཾ	མཚན་མའམ་རྒྱུ་ཧེ་ཏུ་དང་ཀ་ར་ཎ་དང་འདོམ་ན་རྒྱུ་མཚན།
ཀཱནྶབདྷཿ	འཁར་བ་བསད་པ།
རཏྣཱཧརཎཾ	རིན་པོ་ཆེ་ཕྲོགས་པ།
